Kingdom	Phylum	Class	Order	Family	Genus	Species
asv6165	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA
asv6166	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC AAA011-D5	NA	NA
asv6167	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
asv6168	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
asv6169	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
asv6170	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	NA	NA
asv6171	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Endozoicomonadaceae	Endozoicomonas	NA
asv6172	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Verruc-01	NA
asv6173	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
asv6174	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Gynuella	NA
asv6175	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Sva0081 sediment group	NA
asv6176	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Luminiphilus	NA
asv6177	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	NA	NA
asv6178	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
asv6179	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
asv6180	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
asv6181	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
asv6182	Bacteria	Patescibacteria	WWE3	NA	NA	NA	NA
asv6183	Bacteria	Firmicutes	Clostridia	Clostridiales	Oxobacteraceae	Oxobacter	NA
asv6184	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA
asv6185	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
asv6186	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Candidatus Deferrimonas	NA
asv6187	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA
asv6188	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA
asv6189	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
asv6190	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	NA	NA	NA
asv6191	Bacteria	Patescibacteria	Microgenomatia	Candidatus Amesbacteria	NA	NA	NA
asv6192	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
asv6193	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
asv6194	Bacteria	Patescibacteria	Parcubacteria	Candidatus Azambacteria	NA	NA	NA
asv6195	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	NA
asv6196	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	NA
asv6197	Bacteria	Actinobacteriota	Actinobacteria	0319-7L14	NA	NA	NA
asv6198	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA
asv6199	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA
asv6200	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus	NA
asv6201	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA
asv6202	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Candidatus Nitrotoga	NA
asv6203	Bacteria	Actinobacteriota	NA	NA	NA	NA	NA
asv6204	Bacteria	SAR324 clade(Marine group B)	NA	NA	NA	NA	NA
asv6205	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	NA
asv6206	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA	NA
asv6207	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA
asv6208	Bacteria	Planctomycetota	Phycisphaerae	Pla1 lineage	NA	NA	NA
asv6209	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	IS-44	NA
asv6210	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
asv6211	Bacteria	Myxococcota	Polyangia	Blfdi19	NA	NA	NA
asv6212	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Ruminiclostridium	NA
asv6213	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
asv6214	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
asv6215	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA	NA
asv6216	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella	NA
asv6217	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella	NA
asv6218	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	NA
asv6219	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
asv6220	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
asv6221	Bacteria	NB1-j	NA	NA	NA	NA	NA
asv6222	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus	NA
asv6223	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
asv6224	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
asv6225	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
asv6226	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella	NA
asv6227	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter clade NAC11-7 lineage	NA
asv6228	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Temperatibacteraceae	Temperatibacter	marinus
asv6229	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
asv6230	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
asv6231	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	NA
asv6232	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
asv6233	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
asv6234	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	NA
asv6235	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA
asv6236	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
asv6237	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	NA
asv6238	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	NA
asv6239	Bacteria	Patescibacteria	ABY1	Candidatus Falkowbacteria	NA	NA	NA
asv6240	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	SAR86 clade	NA	NA
asv6241	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	NA
asv6242	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Anaerococcus	vaginalis
asv6243	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
asv6244	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax	NA
asv6245	Bacteria	Elusimicrobiota	Lineage IIa	NA	NA	NA	NA
asv6246	Bacteria	Chloroflexi	Ktedonobacteria	C0119	NA	NA	NA
asv6247	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA
asv6248	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	NA	NA
asv6249	Bacteria	Patescibacteria	ABY1	Candidatus Falkowbacteria	NA	NA	NA
asv6250	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	BBMC-4	NA	NA
asv6251	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	NA
asv6252	Bacteria	Patescibacteria	Parcubacteria	GWA2-38-13b	NA	NA	NA
asv6253	Bacteria	Actinobacteriota	NA	NA	NA	NA	NA
asv6254	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	bacterium
asv6255	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
asv6256	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	NA
asv6257	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Colwelliaceae	Colwellia	hornerae
asv6258	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
asv6259	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Colwelliaceae	Colwellia	psychrerythraea
asv6260	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Lentibacter	NA
asv6261	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
asv6262	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea	NA
asv6263	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella	NA
asv6264	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	NA
asv6265	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA
asv6266	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
asv6267	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
asv6268	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA
asv6269	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA	NA
asv6270	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
asv6271	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
asv6272	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
asv6273	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
asv6274	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA
asv6275	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Balneola	NA
asv6276	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Salinimonas	NA
asv6277	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	NA
asv6278	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
asv6279	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	NA
asv6280	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	NA
asv6281	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
asv6282	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
asv6283	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
asv6284	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	syringae
asv6285	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia	NA
asv6286	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	NA	NA
asv6287	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA
asv6288	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA
asv6289	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA
asv6290	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
asv6291	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Colwelliaceae	Colwellia	NA
asv6292	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA	NA
asv6293	Bacteria	NB1-j	NA	NA	NA	NA	NA
asv6294	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
asv6295	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	NA	NA
asv6296	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA
asv6297	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
asv6298	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
asv6299	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA
asv6300	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera	NA
asv6301	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	extorquens
asv6302	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
asv6303	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	Entomoplasmatales Incertae Sedis	Candidatus Hepatoplasma	NA
asv6304	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	PHOS-HE36	NA	NA
asv6305	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	NA
asv6306	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	NA
asv6307	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
asv6308	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	NA	NA
asv6309	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA
asv6310	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	NA	NA
asv6311	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
asv6312	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
asv6313	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
asv6314	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
asv6315	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	towneri
asv6316	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA
asv6317	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA	NA
asv6318	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	NA	NA
asv6319	Bacteria	Proteobacteria	Gammaproteobacteria	CHAB-XI-27	NA	NA	NA
asv6320	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA
asv6321	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	atlantae
asv6322	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
asv6323	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	NA
asv6324	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	NA
asv6325	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
asv6326	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA
asv6327	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mobilitalea	NA
asv6328	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Ruminiclostridium	NA
asv6329	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA
asv6330	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Thiobacillus	NA
asv6331	Bacteria	SAR324 clade(Marine group B)	NA	NA	NA	NA	NA
asv6332	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
asv6333	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	NA
asv6334	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA
asv6335	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA	NA
asv6336	Bacteria	Patescibacteria	Parcubacteria	Candidatus Moranbacteria	NA	NA	NA
asv6337	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	NA	NA
asv6338	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
asv6339	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA
asv6340	Bacteria	Elusimicrobiota	Lineage IIb	NA	NA	NA	NA
asv6341	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	NA	NA
asv6342	Bacteria	Chloroflexi	SHA-26	NA	NA	NA	NA
asv6343	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Arsenicitalea	NA
asv6344	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
asv6345	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Pseudoteredinibacter	NA
asv6346	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	salsibiostraticola
asv6347	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
asv6348	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
asv6349	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
asv6350	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	NA	NA
asv6351	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Paraglaciecola	arctica
asv6352	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella	NA
asv6353	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter	NA
asv6354	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	OM182 clade	NA	NA
asv6355	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
asv6356	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
asv6357	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella	NA
asv6358	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	NA
asv6359	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
asv6360	Bacteria	TX1A-33	NA	NA	NA	NA	NA
asv6361	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	NA
asv6362	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	NA
asv6363	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	NA	NA
asv6364	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
asv6365	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriales Incertae Sedis	Raoultibacter	NA
asv6366	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
asv6367	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA
asv6368	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA
asv6369	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	NA	NA	NA
asv6370	Bacteria	Verrucomicrobiota	Verrucomicrobiae	S-BQ2-57 soil group	NA	NA	NA
asv6371	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Parafrigoribacterium	NA
asv6372	Bacteria	Patescibacteria	ABY1	Candidatus Uhrbacteria	NA	NA	NA
asv6373	Bacteria	Patescibacteria	Microgenomatia	Candidatus Pacebacteria	NA	NA	NA
asv6374	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
asv6375	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
asv6376	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Sorangium	NA
asv6377	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
asv6378	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	NA
asv6379	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Oligoflexus	NA
asv6380	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	NA
asv6381	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
asv6382	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA
asv6383	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium	roseum
asv6384	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA
asv6385	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
asv6386	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	NA	NA
asv6387	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Colwelliaceae	Colwellia	NA
asv6388	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Colwelliaceae	Colwellia	hornerae
asv6389	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
asv6390	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
asv6391	Bacteria	Chloroflexi	Anaerolineae	SJA-15	NA	NA	NA
asv6392	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
asv6393	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	NA	NA
asv6394	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	NA
asv6395	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter	NA
asv6396	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter clade NAC11-7 lineage	NA
asv6397	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
asv6398	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	NA	NA
asv6399	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA
asv6400	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
asv6401	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Luteibaculum	NA
asv6402	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	NA	NA
asv6403	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Ercella	NA
asv6404	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
asv6405	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	NA
asv6406	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	NA
asv6407	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Litorimonas	NA
asv6408	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	NA
asv6409	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade I	Clade Ia	NA
asv6410	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA
asv6411	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	NA
asv6412	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	NA	NA	NA
asv6413	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
asv6414	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA
asv6415	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	NA
asv6416	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
asv6417	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella	NA
asv6418	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	NA
asv6419	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
asv6420	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Parafrigoribacterium	NA
asv6421	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	NA
asv6422	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella	NA
asv6423	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	NA	NA
asv6424	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	Aliterella	NA
asv6425	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
asv6426	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
asv6427	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
asv6428	Bacteria	Patescibacteria	Berkelbacteria	NA	NA	NA	NA
asv6429	Bacteria	Chloroflexi	Ktedonobacteria	C0119	NA	NA	NA
